sentence,neg,neu,pos,compound
Seems I'd said something night before that he considered material but he'd forgotten itso he had at me.,0.121,0.879,0.0,-0.3291
"He'd say ""Can't you try to concentrate?""",0.0,1.0,0.0,0.0
"And I'd say ""You bore me to tears.",0.394,0.606,0.0,-0.4404
"How do I remember?""",0.0,1.0,0.0,0.0
"MAURY laughs noiselessly, by a sort of bland and appreciative widening of his features.",0.0,0.618,0.382,0.7783
MAURY Dick doesn't necessarily see more than any one else.,0.268,0.732,0.0,-0.5106
He merely can put down a larger proportion of what he sees.,0.0,1.0,0.0,0.0
"ANTHONY That rather impressive talent MAURY Oh, yes.",0.0,0.362,0.638,0.8316
Impressive!,0.0,0.0,1.0,0.5562
"ANTHONY And energyambitious, welldirected energy.",0.0,0.656,0.344,0.2732
He's so entertaininghe's so tremendously stimulating and exciting.,0.0,0.464,0.536,0.7867
Often there's something breathless in being with him.,0.0,1.0,0.0,0.0
"MAURY Oh, yes.",0.0,0.426,0.574,0.4019
"Silence, and then ANTHONY With his thin, somewhat uncertain face at its most convinced But not indomitable energy.",0.178,0.726,0.097,-0.1724
"Some day, bit by bit, it'll blow away, and his rather impressive talent with it, and leave only a wisp of a man, fretful and egotistic and garrulous.",0.114,0.694,0.192,0.5423
MAURY With laughter Here we sit vowing to each other that little Dick sees less deeply into things than we do.,0.119,0.754,0.127,0.0498
And I'll bet he feels a measure of superiority on his sidecreative mind over merely critical mind and all that.,0.106,0.783,0.111,0.0258
"ANTHONY Oh, yes.",0.0,0.426,0.574,0.4019
But he's wrong.,0.675,0.325,0.0,-0.631
He's inclined to fall for a million silly enthusiasms.,0.0,0.594,0.406,0.4767
If it wasn't that he's absorbed in realism and therefore has to adopt the garments of the cynic he'd behe'd be credulous as a college religious leader.,0.085,0.854,0.06,-0.1779
He's an idealist.,0.0,0.435,0.565,0.3818
"Oh, yes.",0.0,0.27,0.73,0.4019
"He thinks he's not, because he's rejected Christianity.",0.0,0.722,0.278,0.4023
Remember him in college?,0.0,1.0,0.0,0.0
"just swallow every writer whole, one after another, ideas, technic, and characters, Chesterton, Shaw, Wells, each one as easily as the last.",0.0,0.82,0.18,0.5267
MAURYStill considering his own last observation I remember.,0.0,1.0,0.0,0.0
ANTHONY It's true.,0.0,0.417,0.583,0.4215
Natural born fetichworshipper.,0.0,0.444,0.556,0.3612
Take art MAURY Let's order.,0.0,1.0,0.0,0.0
He'll be ANTHONY Sure.,0.0,0.566,0.434,0.3182
Let's order.,0.0,1.0,0.0,0.0
I told him MAURY Here he comes.,0.0,1.0,0.0,0.0
Lookhe's going to bump that waiter.,0.0,1.0,0.0,0.0
He lifts his finger as a signallifts it as though it were a soft and friendly claw.,0.0,0.814,0.186,0.4939
"Here y'are, Caramel.",0.0,1.0,0.0,0.0
"A NEW VOICE Fiercely Hello, Maury.",0.0,1.0,0.0,0.0
"Hello, Anthony Comstock Patch.",0.0,1.0,0.0,0.0
How is old Adam's grandson?,0.0,1.0,0.0,0.0
"Dbutantes still after you, eh?",0.0,1.0,0.0,0.0
In person RICHARD CARAMEL is short and fairhe is to be bald at thirtyfive.,0.0,1.0,0.0,0.0
"He has yellowish eyesone of them startlingly clear, the other opaque as a muddy pooland a bulging brow like a funnypaper baby.",0.058,0.714,0.228,0.5859
"He bulges in other placeshis paunch bulges, prophetically, his words have an air of bulging from his mouth, even his dinner coat pockets bulge, as though from contamination, with a dogeared collection of timetables, programmes, and miscellaneous scrapson these he takes his notes with great screwings up of his unmatched yellow eyes and motions of silence with his disengaged left hand.",0.02,0.869,0.111,0.7906
When he reaches the table he shakes hands with ANTHONY and MAURY.,0.0,0.902,0.098,0.0516
"He is one of those men who invariably shake hands, even with people whom they have seen an hour before.",0.082,0.918,0.0,-0.1779
"ANTHONY Hello, Caramel.",0.0,1.0,0.0,0.0
Glad you're here.,0.0,0.4,0.6,0.4588
We needed a comic relief.,0.0,0.492,0.508,0.4767
MAURY You're late.,0.0,1.0,0.0,0.0
Been racing the postman down the block?,0.326,0.674,0.0,-0.4404
We've been clawing over your character.,0.0,1.0,0.0,0.0
DICK Fixing ANTHONY eagerly with the bright eye What'd you say?,0.23,0.456,0.314,0.1197
Tell me and I'll write it down.,0.0,1.0,0.0,0.0
Cut three thousand words out of Part One this afternoon.,0.189,0.811,0.0,-0.2732
MAURY Noble aesthete.,0.0,0.4,0.6,0.4588
And I poured alcohol into my stomach.,0.0,1.0,0.0,0.0
DICK I don't doubt it.,0.495,0.246,0.259,-0.4447
I bet you two have been sitting here for an hour talking about liquor.,0.0,1.0,0.0,0.0
"ANTHONY We never pass out, my beardless boy.",0.0,1.0,0.0,0.0
MAURY We never go home with ladies we meet when we're lit.,0.0,1.0,0.0,0.0
ANTHONY All in our parties are characterized by a certain haughty distinction.,0.0,0.652,0.348,0.5859
"DICK The particularly silly sort who boast about being ""tanks""!",0.315,0.583,0.102,-0.6036
Trouble is you're both in the eighteenth century.,0.278,0.722,0.0,-0.4019
School of the Old English Squire.,0.0,1.0,0.0,0.0
Drink quietly until you roll under the table.,0.0,1.0,0.0,0.0
Never have a good time.,0.445,0.555,0.0,-0.3412
"Oh, no, that isn't done at all.",0.268,0.732,0.0,-0.296
"ANTHONY This from Chapter Six, I'll bet.",0.0,1.0,0.0,0.0
DICK Going to the theatre?,0.502,0.498,0.0,-0.6166
MAURY Yes.,0.0,0.27,0.73,0.4019
We intend to spend the evening doing some deep thinking over of life's problems.,0.172,0.828,0.0,-0.4019
"The thing is tersely called ""The Woman.""",0.0,1.0,0.0,0.0
"I presume that she will ""pay.""",0.0,1.0,0.0,0.0
ANTHONY My God!,0.0,0.455,0.545,0.3382
Is that what it is?,0.0,1.0,0.0,0.0
Let's go to the Follies again.,0.0,1.0,0.0,0.0
MAURY I'm tired of it.,0.42,0.58,0.0,-0.4404
I've seen it three times.,0.0,1.0,0.0,0.0
"To DICK The first time, we went out after Act One and found a most amazing bar.",0.182,0.633,0.185,0.0155
When we came back we entered the wrong theatre.,0.279,0.721,0.0,-0.4767
ANTHONY Had a protracted dispute with a scared young couple we thought were in our seats.,0.318,0.682,0.0,-0.6808
"DICK As though talking to himself I thinkthat when I've done another novel and a play, and maybe a book of short stories, I'll do a musical comedy.",0.129,0.64,0.231,0.2885
MAURY I knowwith intellectual lyrics that no one will listen to.,0.163,0.593,0.244,0.2732
"And all the critics will groan and grunt about ""Dear old Pinafore.""",0.149,0.676,0.176,0.1027
And I shall go on shining as a brilliantly meaningless figure in a meaningless world.,0.309,0.479,0.213,-0.2023
DICK Pompously Art isn't meaningless.,0.427,0.318,0.255,-0.3873
MAURY It is in itself.,0.0,1.0,0.0,0.0
It isn't in that it tries to make life less so.,0.0,1.0,0.0,0.0
"ANTHONY In other words, Dick, you're playing before a grand stand peopled with ghosts.",0.182,0.552,0.265,0.128
MAURY Give a good show anyhow.,0.0,0.58,0.42,0.4404
"ANTHONYTo MAURY On the contrary, I'd feel that it being a meaningless world, why write?",0.182,0.818,0.0,-0.4404
The very attempt to give it purpose is purposeless.,0.0,1.0,0.0,0.0
"DICK Well, even admitting all that, be a decent pragmatist and grant a poor man the instinct to live.",0.288,0.526,0.186,-0.5473
Would you want every one to accept that sophistic rot?,0.0,0.672,0.328,0.4404
"ANTHONY Yeah, I suppose so.",0.0,0.577,0.423,0.296
"MAURY No, sir!",0.555,0.445,0.0,-0.3595
"I believe that every one in America but a selected thousand should be compelled to accept a very rigid system of moralsRoman Catholicism, for instance.",0.085,0.734,0.182,0.3634
I don't complain of conventional morality.,0.0,0.655,0.345,0.2755
I complain rather of the mediocre heretics who seize upon the findings of sophistication and adopt the pose of a moral freedom to which they are by no means entitled by their intelligences.,0.117,0.62,0.263,0.7096
Here the soup arrives and what MAURY might have gone on to say is lost for all time.,0.119,0.881,0.0,-0.3182
"NIGHT Afterward they visited a ticket speculator and, at a price, obtained seats for a new musical comedy called ""High Jinks.""",0.0,0.872,0.128,0.3612
In the foyer of the theatre they waited a few moments to see the firstnight crowd come in.,0.0,1.0,0.0,0.0
"There were opera cloaks stitched of myriad, manycolored silks and furs there were jewels dripping from arms and throats and eartips of white and rose there were innumerable broad shimmers down the middles of innumerable silk hats there were shoes of gold and bronze and red and shining black there were the highpiled, tightpacked coiffures of many women and the slick, watered hair of wellkept menmost of all there was the ebbing, flowing, chattering, chuckling, foaming, slowrolling wave effect of this cheerful sea of people as tonight it poured its glittering torrent into the artificial lake of laughter.... After the play they partedMaury was going to a dance at Sherry's, Anthony homeward and to bed.",0.0,0.902,0.098,0.8984
"He found his way slowly over the jostled evening mass of Times Square, which the chariot race and its thousand satellites made rarely beautiful and bright and intimate with carnival.",0.165,0.835,0.0,-0.6759
"Faces swirled about him, a kaleidoscope of girls, ugly, ugly as sintoo fat, too lean, yet floating upon this autumn air as upon their own warm and passionate breaths poured out into the night.",0.161,0.709,0.13,-0.3182
"Here, for all their vulgarity, he thought, they were faintly and subtly mysterious.",0.0,1.0,0.0,0.0
"He inhaled carefully, swallowing into his lungs perfume and the not unpleasant scent of many cigarettes.",0.0,0.775,0.225,0.4685
He caught the glance of a dark young beauty sitting alone in a closed taxicab.,0.119,0.655,0.226,0.4215
"Her eyes in the halflight suggested night and violets, and for a moment he stirred again to that halfforgotten remoteness of the afternoon.",0.0,1.0,0.0,0.0
"Two young Jewish men passed him, talking in loud voices and craning their necks here and there in fatuous supercilious glances.",0.0,1.0,0.0,0.0
They were dressed in suits of the exaggerated tightness then semifashionable their turned over collars were notched at the Adam's apple they wore gray spats and carried gray gloves on their cane handles.,0.042,0.958,0.0,-0.1027
"Passed a bewildered old lady borne along like a basket of eggs between two men who exclaimed to her of the wonders of Times Squareexplained them so quickly that the old lady, trying to be impartially interested, waved her head here and there like a piece of windworried old orangepeel.",0.0,0.851,0.149,0.7717
"Anthony heard a snatch of their conversation ""There's the Astor, mama!""",0.0,1.0,0.0,0.0
