sentence,neg,neu,pos,compound
"I've been everywhere and seen everything and done everything.""",0.0,1.0,0.0,0.0
"Her eyes flashed around her in a defiant way, rather like Tom's, and she laughed with thrilling scorn.",0.183,0.476,0.341,0.6124
"""SophisticatedGod, I'm sophisticated!""",0.0,1.0,0.0,0.0
"The instant her voice broke off, ceasing to compel my attention, my belief, I felt the basic insincerity of what she had said.",0.206,0.794,0.0,-0.6369
"It made me uneasy, as though the whole evening had been a trick of some sort to exact a contributory emotion from me.",0.167,0.833,0.0,-0.4215
"I waited, and sure enough, in a moment she looked at me with an absolute smirk on her lovely face, as if she had asserted her membership in a rather distinguished secret society to which she and Tom belonged.",0.0,0.848,0.152,0.7269
"Inside, the crimson room bloomed with light.",0.0,1.0,0.0,0.0
"Tom and Miss Baker sat at either end of the long couch and she read aloud to him from the Saturday Evening Postthe words, murmurous and uninflected, running together in a soothing tune.",0.047,0.885,0.068,0.1779
"The lamplight, bright on his boots and dull on the autumnleaf yellow of her hair, glinted along the paper as she turned a page with a flutter of slender muscles in her arms.",0.078,0.838,0.084,0.0516
When we came in she held us silent for a moment with a lifted hand.,0.0,0.789,0.211,0.4939
"""To be continued,"" she said, tossing the magazine on the table, ""in our very next issue.""",0.0,1.0,0.0,0.0
"Her body asserted itself with a restless movement of her knee, and she stood up.",0.139,0.861,0.0,-0.2732
"""Ten o'clock,"" she remarked, apparently finding the time on the ceiling.",0.0,1.0,0.0,0.0
"""Time for this good girl to go to bed.""",0.0,0.703,0.297,0.5228
"""Jordan's going to play in the tournament tomorrow,"" explained Daisy, ""over at Westchester.""",0.0,0.833,0.167,0.34
"""Ohyou're Jordan Baker.""",0.0,1.0,0.0,0.0
I knew now why her face was familiarits pleasing contemptuous expression had looked out at me from many rotogravure pictures of the sporting life at Asheville and Hot Springs and Palm Beach.,0.09,0.815,0.096,0.0516
"I had heard some story of her too, a critical, unpleasant story, but what it was I had forgotten long ago.",0.287,0.713,0.0,-0.6187
"""Good night,"" she said softly.",0.0,0.58,0.42,0.4404
"""Wake me at eight, won't you.""",0.0,1.0,0.0,0.0
"""If you'll get up.""",0.0,1.0,0.0,0.0
"""I will.",0.0,1.0,0.0,0.0
"Good night, Mr. Carraway.",0.0,0.508,0.492,0.4404
"See you anon.""",0.0,1.0,0.0,0.0
"""Of course you will,"" confirmed Daisy.",0.0,1.0,0.0,0.0
"""In fact I think I'll arrange a marriage.",0.0,1.0,0.0,0.0
"Come over often, Nick, and I'll sort ofohfling you together.",0.0,1.0,0.0,0.0
"You knowlock you up accidentally in linen closets and push you out to sea in a boat, and all that sort of thing"" ""Good night,"" called Miss Baker from the stairs.",0.119,0.803,0.078,-0.101
"""I haven't heard a word.""",0.0,1.0,0.0,0.0
"""She's a nice girl,"" said Tom after a moment.",0.0,0.682,0.318,0.4215
"""They oughtn't to let her run around the country this way.""",0.0,1.0,0.0,0.0
"""Who oughtn't to?""",0.0,1.0,0.0,0.0
inquired Daisy coldly.,0.0,1.0,0.0,0.0
"""Her family.""",0.0,1.0,0.0,0.0
"""Her family is one aunt about a thousand years old.",0.0,1.0,0.0,0.0
"Besides, Nick's going to look after her, aren't you, Nick?",0.0,1.0,0.0,0.0
She's going to spend lots of weekends out here this summer.,0.0,1.0,0.0,0.0
"I think the home influence will be very good for her.""",0.0,0.738,0.262,0.4927
Daisy and Tom looked at each other for a moment in silence.,0.0,1.0,0.0,0.0
"""Is she from New York?""",0.0,1.0,0.0,0.0
I asked quickly.,0.0,1.0,0.0,0.0
"""From Louisville.",0.0,1.0,0.0,0.0
Our white girlhood was passed together there.,0.0,1.0,0.0,0.0
"Our beautiful white"" ""Did you give Nick a little heart to heart talk on the veranda?""",0.0,0.782,0.218,0.5994
demanded Tom suddenly.,0.487,0.513,0.0,-0.2263
"""Did I?""",0.0,1.0,0.0,0.0
She looked at me.,0.0,1.0,0.0,0.0
"""I can't seem to remember, but I think we talked about the Nordic race.",0.0,1.0,0.0,0.0
"Yes, I'm sure we did.",0.0,0.375,0.625,0.6124
"It sort of crept up on us and first thing you know"" ""Don't believe everything you hear, Nick,"" he advised me.",0.0,1.0,0.0,0.0
"I said lightly that I had heard nothing at all, and a few minutes later I got up to go home.",0.0,1.0,0.0,0.0
They came to the door with me and stood side by side in a cheerful square of light.,0.0,0.821,0.179,0.5423
"As I started my motor Daisy peremptorily called ""Wait!",0.0,1.0,0.0,0.0
"""I forgot to ask you something, and it's important.",0.0,0.816,0.184,0.2023
"We heard you were engaged to a girl out West.""",0.0,0.748,0.252,0.4019
"""That's right,"" corroborated Tom kindly.",0.0,0.556,0.444,0.4939
"""We heard that you were engaged.""",0.0,1.0,0.0,0.0
"""It's a libel.",0.0,1.0,0.0,0.0
"I'm too poor.""",0.0,1.0,0.0,0.0
"""But we heard it,"" insisted Daisy, surprising me by opening up again in a flowerlike way.",0.0,0.841,0.159,0.3919
"""We heard it from three people, so it must be true.""",0.0,1.0,0.0,0.0
"Of course I knew what they were referring to, but I wasn't even vaguely engaged.",0.194,0.806,0.0,-0.438
The fact that gossip had published the banns was one of the reasons I had come East.,0.102,0.898,0.0,-0.1779
"You can't stop going with an old friend on account of rumours, and on the other hand I had no intention of being rumoured into marriage.",0.07,0.667,0.263,0.7259
"Their interest rather touched me and made them less remotely richnevertheless, I was confused and a little disgusted as I drove away.",0.222,0.656,0.123,-0.3415
"It seemed to me that the thing for Daisy to do was to rush out of the house, child in armsbut apparently there were no such intentions in her head.",0.071,0.929,0.0,-0.296
"As for Tom, the fact that he ""had some woman in New York"" was really less surprising than that he had been depressed by a book.",0.116,0.81,0.073,-0.2992
Something was making him nibble at the edge of stale ideas as if his sturdy physical egotism no longer nourished his peremptory heart.,0.18,0.82,0.0,-0.5574
"Already it was deep summer on roadhouse roofs and in front of wayside garages, where new red petrolpumps sat out in pools of light, and when I reached my estate at West Egg I ran the car under its shed and sat for a while on an abandoned grass roller in the yard.",0.057,0.916,0.027,-0.3818
"The wind had blown off, leaving a loud, bright night, with wings beating in the trees and a persistent organ sound as the full bellows of the earth blew the frogs full of life.",0.084,0.836,0.081,-0.0258
"The silhouette of a moving cat wavered across the moonlight, and, turning my head to watch it, I saw that I was not alonefifty feet away a figure had emerged from the shadow of my neighbour's mansion and was standing with his hands in his pockets regarding the silver pepper of the stars.",0.0,1.0,0.0,0.0
"Something in his leisurely movements and the secure position of his feet upon the lawn suggested that it was Mr. Gatsby himself, come out to determine what share was his of our local heavens.",0.0,0.809,0.191,0.743
I decided to call to him.,0.0,1.0,0.0,0.0
"Miss Baker had mentioned him at dinner, and that would do for an introduction.",0.11,0.89,0.0,-0.1531
"But I didn't call to him, for he gave a sudden intimation that he was content to be alonehe stretched out his arms toward the dark water in a curious way, and, far as I was from him, I could have sworn he was trembling.",0.074,0.86,0.067,-0.0772
"Involuntarily I glanced seawardand distinguished nothing except a single green light, minute and far away, that might have been the end of a dock.",0.0,1.0,0.0,0.0
"When I looked once more for Gatsby he had vanished, and I was alone again in the unquiet darkness.",0.211,0.789,0.0,-0.4588
"CHAPTER II About halfway between West Egg and New York the motor road hastily joins the railroad and runs beside it for a quarter of a mile, so as to shrink away from a certain desolate area of land.",0.0,0.943,0.057,0.2732
"This is a valley of ashesa fantastic farm where ashes grow like wheat into ridges and hills and grotesque gardens where ashes take the forms of houses and chimneys and rising smoke and, finally, with a transcendent effort, of ashgrey men, who move dimly and already crumbling through the powdery air.",0.0,0.885,0.115,0.7269
"Occasionally a line of grey cars crawls along an invisible track, gives out a ghastly creak, and comes to rest, and immediately the ashgrey men swarm up with leaden spades and stir up an impenetrable cloud, which screens their obscure operations from your sight.",0.025,0.975,0.0,-0.0164
"But above the grey land and the spasms of bleak dust which drift endlessly over it, you perceive, after a moment, the eyes of Doctor T. J. Eckleburg.",0.0,0.952,0.048,0.0772
The eyes of Doctor T. J. Eckleburg are blue and gigantictheir retinas are one yard high.,0.0,1.0,0.0,0.0
"They look out of no face, but, instead, from a pair of enormous yellow spectacles which pass over a nonexistent nose.",0.082,0.918,0.0,-0.1531
"Evidently some wild wag of an oculist set them there to fatten his practice in the borough of Queens, and then sank down himself into eternal blindness, or forgot them and moved away.",0.036,0.964,0.0,-0.0516
"But his eyes, dimmed a little by many paintless days, under sun and rain, brood on over the solemn dumping ground.",0.196,0.804,0.0,-0.5267
"The valley of ashes is bounded on one side by a small foul river, and, when the drawbridge is up to let barges through, the passengers on waiting trains can stare at the dismal scene for as long as half an hour.",0.091,0.909,0.0,-0.6124
"There is always a halt there of at least a minute, and it was because of this that I first met Tom Buchanan's mistress.",0.0,1.0,0.0,0.0
The fact that he had one was insisted upon wherever he was known.,0.0,1.0,0.0,0.0
"His acquaintances resented the fact that he turned up in popular cafs with her and, leaving her at a table, sauntered about, chatting with whomsoever he knew.",0.088,0.816,0.095,0.0516
"Though I was curious to see her, I had no desire to meet herbut I did.",0.128,0.581,0.291,0.4215
"I went up to New York with Tom on the train one afternoon, and when we stopped by the ashheaps he jumped to his feet and, taking hold of my elbow, literally forced me from the car.",0.126,0.874,0.0,-0.5994
"""We're getting off,"" he insisted.",0.0,1.0,0.0,0.0
"""I want you to meet my girl.""",0.0,0.822,0.178,0.0772
"I think he'd tanked up a good deal at luncheon, and his determination to have my company bordered on violence.",0.166,0.607,0.227,0.128
The supercilious assumption was that on Sunday afternoon I had nothing better to do.,0.167,0.833,0.0,-0.3412
"I followed him over a low whitewashed railroad fence, and we walked back a hundred yards along the road under Doctor Eckleburg's persistent stare.",0.095,0.905,0.0,-0.2732
"The only building in sight was a small block of yellow brick sitting on the edge of the waste land, a sort of compact Main Street ministering to it, and contiguous to absolutely nothing.",0.16,0.84,0.0,-0.6908
"One of the three shops it contained was for rent and another was an allnight restaurant, approached by a trail of ashes the third was a garageRepairs.",0.0,1.0,0.0,0.0
George B. Wilson.,0.0,1.0,0.0,0.0
Cars bought and sold.and I followed Tom inside.,0.0,1.0,0.0,0.0
The interior was unprosperous and bare the only car visible was the dustcovered wreck of a Ford which crouched in a dim corner.,0.127,0.873,0.0,-0.4404
"It had occurred to me that this shadow of a garage must be a blind, and that sumptuous and romantic apartments were concealed overhead, when the proprietor himself appeared in the door of an office, wiping his hands on a piece of waste.",0.122,0.819,0.06,-0.4215
"He was a blond, spiritless man, anaemic, and faintly handsome.",0.184,0.56,0.256,0.2263
When he saw us a damp gleam of hope sprang into his light blue eyes.,0.0,0.818,0.182,0.4404
"""Hello, Wilson, old man,"" said Tom, slapping him jovially on the shoulder.",0.0,1.0,0.0,0.0
"""How's business?""",0.0,1.0,0.0,0.0
